ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,cliente_id,pais_norm,pais,iso2,iso3,region,subregion,lat,lng,producto_id
10251,43,100.0,4,7078.23,5/18/2004 0:00,Shipped,2,5,2004,Motorcycles,193,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Large,74,United States,United States,US,USA,Americas,North America,38.0,-97.0,4
10263,41,100.0,4,8336.94,6/28/2004 0:00,Shipped,2,6,2004,Motorcycles,193,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Large,77,United States,United States,US,USA,Americas,North America,38.0,-97.0,4
10275,36,100.0,3,6901.92,7/23/2004 0:00,Shipped,3,7,2004,Motorcycles,193,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,72,France,France,FR,FRA,Europe,Western Europe,46.0,2.0,4
10285,27,100.0,8,5438.07,8/27/2004 0:00,Shipped,3,8,2004,Motorcycles,193,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,Medium,79,United States,United States,US,USA,Americas,North America,38.0,-97.0,4
10299,29,100.0,11,6683.34,9/30/2004 0:00,Shipped,3,9,2004,Motorcycles,193,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,52,Finland,Finland,FI,FIN,Europe,Northern Europe,64.0,26.0,4
10308,20,100.0,1,4570.4,10/15/2004 0:00,Shipped,4,10,2004,Motorcycles,193,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Medium,75,United States,United States,US,USA,Americas,North America,38.0,-97.0,4
10318,37,100.0,3,7667.14,11/2/2004 0:00,Shipped,4,11,2004,Motorcycles,193,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Large,84,United States,United States,US,USA,Americas,North America,38.0,-97.0,4
10329,26,100.0,3,5868.2,11/15/2004 0:00,Shipped,4,11,2004,Motorcycles,193,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Medium,46,United States,United States,US,USA,Americas,North America,38.0,-97.0,4
10339,39,76.67,3,2990.13,11/23/2004 0:00,Shipped,4,11,2004,Motorcycles,193,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,69,Japan,Japan,JP,JPN,Asia,Eastern Asia,36.0,138.0,4
10362,22,100.0,4,3664.1,1/5/2005 0:00,Shipped,1,1,2005,Motorcycles,193,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium,37,United States,United States,US,USA,Americas,North America,38.0,-97.0,4
10374,22,100.0,1,3834.38,2/2/2005 0:00,Shipped,1,2,2005,Motorcycles,193,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,93,Australia,Australia,AU,AUS,Oceania,Australia and New Zealand,-27.0,133.0,4
10388,21,86.77,7,1822.17,3/3/2005 0:00,Shipped,1,3,2005,Motorcycles,193,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,Small,93,United States,United States,US,USA,Americas,North America,38.0,-97.0,4
10403,66,100.0,9,11886.6,4/8/2005 0:00,Shipped,2,4,2005,Motorcycles,193,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Large,79,United Kingdom,United Kingdom,GB,GBR,Europe,Northern Europe,54.0,-2.0,4
10417,56,100.0,4,9218.16,5/13/2005 0:00,Disputed,2,5,2005,Motorcycles,193,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,65,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,4
10105,50,100.0,2,7208.0,2/11/2003 0:00,Shipped,1,2,2003,Classic Cars,136,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large,97,Denmark,Denmark,DK,DNK,Europe,Northern Europe,56.0,10.0,5
10119,46,100.0,11,5004.8,4/28/2003 0:00,Shipped,2,4,2003,Classic Cars,136,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,42,Austria,Austria,AT,AUT,Europe,Central Europe,47.33333333,13.33333333,5
10129,33,100.0,2,4398.24,6/12/2003 0:00,Shipped,2,6,2003,Classic Cars,136,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,33,United Kingdom,United Kingdom,GB,GBR,Europe,Northern Europe,54.0,-2.0,5
10143,49,100.0,15,5597.76,8/10/2003 0:00,Shipped,3,8,2003,Classic Cars,136,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Medium,91,United States,United States,US,USA,Americas,North America,38.0,-97.0,5
10155,32,100.0,13,4526.08,10/6/2003 0:00,Shipped,4,10,2003,Classic Cars,136,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,38,Finland,Finland,FI,FIN,Europe,Northern Europe,64.0,26.0,5
10167,44,100.0,9,5924.16,10/23/2003 0:00,Cancelled,4,10,2003,Classic Cars,136,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,8,Sweden,Sweden,SE,SWE,Europe,Northern Europe,62.0,15.0,5
10178,24,100.0,12,3492.48,11/8/2003 0:00,Shipped,4,11,2003,Classic Cars,136,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium,47,France,France,FR,FRA,Europe,Western Europe,46.0,2.0,5
10186,26,100.0,9,3854.24,11/14/2003 0:00,Shipped,4,11,2003,Classic Cars,136,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium,80,United Kingdom,United Kingdom,GB,GBR,Europe,Northern Europe,54.0,-2.0,5
10197,45,100.0,6,5324.4,11/26/2003 0:00,Shipped,4,11,2003,Classic Cars,136,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,19,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,5
10209,39,100.0,8,5197.92,1/9/2004 0:00,Shipped,1,1,2004,Classic Cars,136,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,Chandler,Michael,Medium,47,United States,United States,US,USA,Americas,North America,38.0,-97.0,5
10222,49,100.0,12,5997.6,2/19/2004 0:00,Shipped,1,2,2004,Classic Cars,136,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Medium,13,United States,United States,US,USA,Americas,North America,38.0,-97.0,5
10248,20,100.0,3,2910.4,5/7/2004 0:00,Cancelled,2,5,2004,Classic Cars,136,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small,69,United States,United States,US,USA,Americas,North America,38.0,-97.0,5
10261,27,100.0,1,3378.24,6/17/2004 0:00,Shipped,2,6,2004,Classic Cars,136,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium,48,Canada,Canada,CA,CAN,Americas,North America,60.0,-95.0,5
10273,30,100.0,4,3508.8,7/21/2004 0:00,Shipped,3,7,2004,Classic Cars,136,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,34,Belgium,Belgium,BE,BEL,Europe,Western Europe,50.83333333,4.0,5
10283,25,100.0,6,2992.0,8/20/2004 0:00,Shipped,3,8,2004,Classic Cars,136,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Small,23,Canada,Canada,CA,CAN,Americas,North America,60.0,-95.0,5
10295,24,100.0,1,3427.2,9/10/2004 0:00,Shipped,3,9,2004,Classic Cars,136,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Medium,57,United States,United States,US,USA,Americas,North America,38.0,-97.0,5
10307,22,100.0,9,2692.8,10/14/2004 0:00,Shipped,4,10,2004,Classic Cars,136,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca,Small,67,United States,United States,US,USA,Americas,North America,38.0,-97.0,5
10316,33,100.0,17,4128.96,11/1/2004 0:00,Shipped,4,11,2004,Classic Cars,136,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,95,United Kingdom,United Kingdom,GB,GBR,Europe,Northern Europe,54.0,-2.0,5
10325,47,64.93,6,3051.71,11/5/2004 0:00,Shipped,4,11,2004,Classic Cars,136,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,44,Norway,Norway,NO,NOR,Europe,Northern Europe,62.0,10.0,5
10337,25,48.05,8,1201.25,11/21/2004 0:00,Shipped,4,11,2004,Classic Cars,136,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Small,17,United States,United States,US,USA,Americas,North America,38.0,-97.0,5
10350,26,75.47,5,1962.22,12/2/2004 0:00,Shipped,4,12,2004,Classic Cars,136,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,84,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,5
10359,48,54.68,6,2624.64,12/15/2004 0:00,Shipped,4,12,2004,Classic Cars,136,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,63,France,France,FR,FRA,Europe,Western Europe,46.0,2.0,5
10373,39,100.0,3,4046.25,1/31/2005 0:00,Shipped,1,1,2005,Classic Cars,136,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,71,Finland,Finland,FI,FIN,Europe,Northern Europe,64.0,26.0,5
10384,34,100.0,4,4846.7,2/23/2005 0:00,Shipped,1,2,2005,Classic Cars,136,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium,10,United States,United States,US,USA,Americas,North America,38.0,-97.0,5
10395,32,100.0,2,3370.56,3/17/2005 0:00,Shipped,1,3,2005,Classic Cars,136,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,32,France,France,FR,FRA,Europe,Western Europe,46.0,2.0,5
10400,64,100.0,9,9661.44,4/1/2005 0:00,Shipped,2,4,2005,Classic Cars,136,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Large,77,United States,United States,US,USA,Americas,North America,38.0,-97.0,5
10414,19,100.0,3,2764.88,5/6/2005 0:00,On Hold,2,5,2005,Classic Cars,136,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Small,84,United States,United States,US,USA,Americas,North America,38.0,-97.0,5
10103,42,100.0,4,5398.26,1/29/2003 0:00,Shipped,1,1,2003,Classic Cars,147,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,41,Norway,Norway,NO,NOR,Europe,Northern Europe,62.0,10.0,6
10114,31,100.0,8,4305.28,4/1/2003 0:00,Shipped,2,4,2003,Classic Cars,147,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,44,France,France,FR,FRA,Europe,Western Europe,46.0,2.0,6
10126,22,100.0,4,3347.74,5/28/2003 0:00,Shipped,2,5,2003,Classic Cars,147,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,55,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,6
10140,26,100.0,4,3188.12,7/24/2003 0:00,Shipped,3,7,2003,Classic Cars,147,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium,45,United States,United States,US,USA,Americas,North America,38.0,-97.0,6
10150,20,100.0,1,3191.2,9/19/2003 0:00,Shipped,3,9,2003,Classic Cars,147,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,46,Singapore,Singapore,SG,SGP,Asia,South-Eastern Asia,1.36666666,103.8,6
10164,21,100.0,2,3536.82,10/21/2003 0:00,Resolved,4,10,2003,Classic Cars,147,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,81,Austria,Austria,AT,AUT,Europe,Central Europe,47.33333333,13.33333333,6
10175,33,100.0,9,5362.83,11/6/2003 0:00,Shipped,4,11,2003,Classic Cars,147,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,85,United Kingdom,United Kingdom,GB,GBR,Europe,Northern Europe,54.0,-2.0,6
10183,28,100.0,1,3433.36,11/13/2003 0:00,Shipped,4,11,2003,Classic Cars,147,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca,Medium,56,United States,United States,US,USA,Americas,North America,38.0,-97.0,6
10194,26,100.0,4,4263.74,11/25/2003 0:00,Shipped,4,11,2003,Classic Cars,147,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,89,France,France,FR,FRA,Europe,Western Europe,46.0,2.0,6
10207,31,100.0,15,4076.19,12/9/2003 0:00,Shipped,4,12,2003,Classic Cars,147,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie,Medium,39,United States,United States,US,USA,Americas,North America,38.0,-97.0,6
10217,48,100.0,4,7020.48,2/4/2004 0:00,Shipped,1,2,2004,Classic Cars,147,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Large,90,Singapore,Singapore,SG,SGP,Asia,South-Eastern Asia,1.36666666,103.8,6
10229,50,100.0,9,6426.5,3/11/2004 0:00,Shipped,1,3,2004,Classic Cars,147,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,29,United States,United States,US,USA,Americas,North America,38.0,-97.0,6
10245,28,100.0,2,4591.72,5/4/2004 0:00,Shipped,2,5,2004,Classic Cars,147,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,Medium,28,United States,United States,US,USA,Americas,North America,38.0,-97.0,6
10259,26,100.0,12,4033.38,6/15/2004 0:00,Shipped,2,6,2004,Classic Cars,147,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,24,Singapore,Singapore,SG,SGP,Asia,South-Eastern Asia,1.36666666,103.8,6
10270,32,100.0,2,4302.08,7/19/2004 0:00,Shipped,3,7,2004,Classic Cars,147,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,17,Australia,Australia,AU,AUS,Oceania,Australia and New Zealand,-27.0,133.0,6
10281,44,100.0,9,7020.64,8/19/2004 0:00,Shipped,3,8,2004,Classic Cars,147,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Large,69,United States,United States,US,USA,Americas,North America,38.0,-97.0,6
10291,30,100.0,4,3855.9,9/8/2004 0:00,Shipped,3,9,2004,Classic Cars,147,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,71,Sweden,Sweden,SE,SWE,Europe,Northern Europe,62.0,15.0,6
10305,38,100.0,13,6680.78,10/13/2004 0:00,Shipped,4,10,2004,Classic Cars,147,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,Medium,64,United States,United States,US,USA,Americas,North America,38.0,-97.0,6
10313,40,100.0,7,6678.0,10/22/2004 0:00,Shipped,4,10,2004,Classic Cars,147,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Medium,14,Canada,Canada,CA,CAN,Americas,North America,60.0,-95.0,6
10322,46,61.99,8,2851.54,11/4/2004 0:00,Shipped,4,11,2004,Classic Cars,147,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Small,98,United States,United States,US,USA,Americas,North America,38.0,-97.0,6
10334,26,100.0,2,3188.12,11/19/2004 0:00,On Hold,4,11,2004,Classic Cars,147,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,84,Sweden,Sweden,SE,SWE,Europe,Northern Europe,62.0,15.0,6
10347,27,100.0,2,4428.0,11/29/2004 0:00,Shipped,4,11,2004,Classic Cars,147,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,90,Australia,Australia,AU,AUS,Oceania,Australia and New Zealand,-27.0,133.0,6
10357,43,100.0,9,5780.92,12/10/2004 0:00,Shipped,4,12,2004,Classic Cars,147,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,68,United States,United States,US,USA,Americas,North America,38.0,-97.0,6
10370,35,65.63,4,2297.05,1/20/2005 0:00,Shipped,1,1,2005,Classic Cars,147,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,20,Australia,Australia,AU,AUS,Oceania,Australia and New Zealand,-27.0,133.0,6
10381,37,100.0,6,6231.54,2/17/2005 0:00,Shipped,1,2,2005,Classic Cars,147,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium,76,United States,United States,US,USA,Americas,North America,38.0,-97.0,6
10391,37,46.9,7,1735.3,3/9/2005 0:00,Shipped,1,3,2005,Classic Cars,147,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,20,Australia,Australia,AU,AUS,Oceania,Australia and New Zealand,-27.0,133.0,6
10411,27,100.0,2,4427.73,5/1/2005 0:00,Shipped,2,5,2005,Classic Cars,147,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium,37,Canada,Canada,CA,CAN,Americas,North America,60.0,-95.0,6
10425,38,100.0,12,5894.94,5/31/2005 0:00,In Process,2,5,2005,Classic Cars,147,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,81,France,France,FR,FRA,Europe,Western Europe,46.0,2.0,6
10108,33,100.0,6,5265.15,3/3/2003 0:00,Shipped,1,3,2003,Classic Cars,194,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,1,Philippines,Philippines,PH,PHL,Asia,South-Eastern Asia,13.0,122.0,7
10122,42,100.0,10,7599.9,5/8/2003 0:00,Shipped,2,5,2003,Classic Cars,194,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Large,80,France,France,FR,FRA,Europe,Western Europe,46.0,2.0,7
10135,42,100.0,7,8008.56,7/2/2003 0:00,Shipped,3,7,2003,Classic Cars,194,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Large,79,United States,United States,US,USA,Americas,North America,38.0,-97.0,7
10147,48,100.0,7,9245.76,9/5/2003 0:00,Shipped,3,9,2003,Classic Cars,194,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Large,79,United States,United States,US,USA,Americas,North America,38.0,-97.0,7
10159,41,100.0,2,8296.35,10/10/2003 0:00,Shipped,4,10,2003,Classic Cars,194,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Large,44,United States,United States,US,USA,Americas,North America,38.0,-97.0,7
10169,30,100.0,2,5019.9,11/4/2003 0:00,Shipped,4,11,2003,Classic Cars,194,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,67,Australia,Australia,AU,AUS,Oceania,Australia and New Zealand,-27.0,133.0,7
10181,27,100.0,14,5411.07,11/12/2003 0:00,Shipped,4,11,2003,Classic Cars,194,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,48,Norway,Norway,NO,NOR,Europe,Northern Europe,62.0,10.0,7
10191,21,100.0,3,3840.9,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,194,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,71,Germany,Germany,DE,DEU,Europe,Western Europe,51.0,9.0,7
10203,20,100.0,8,3930.4,12/2/2003 0:00,Shipped,4,12,2003,Classic Cars,194,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,28,Spain,Spain,ES,ESP,Europe,Southern Europe,40.0,-4.0,7
10211,41,100.0,2,7498.9,1/15/2004 0:00,Shipped,1,1,2004,Classic Cars,194,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Large,10,France,France,FR,FRA,Europe,Western Europe,46.0,2.0,7
10225,27,100.0,9,4517.91,2/22/2004 0:00,Shipped,1,2,2004,Classic Cars,194,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,79,Switzerland,Switzerland,CH,CHE,Europe,Western Europe,47.0,8.0,7
10238,28,100.0,3,5774.72,4/9/2004 0:00,Shipped,2,4,2004,Classic Cars,194,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,56,Denmark,Denmark,DK,DNK,Europe,Northern Europe,56.0,10.0,7
10253,24,100.0,13,3922.56,6/1/2004 0:00,Cancelled,2,6,2004,Classic Cars,194,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,46,United Kingdom,United Kingdom,GB,GBR,Europe,Northern Europe,54.0,-2.0,7
10266,44,100.0,14,9160.36,7/6/2004 0:00,Shipped,3,7,2004,Classic Cars,194,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large,51,Italy,Italy,IT,ITA,Europe,Southern Europe,42.83333333,12.83333333,7
10276,50,100.0,3,9631.0,8/2/2004 0:00,Shipped,3,8,2004,Classic Cars,194,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,Large,57,United States,United States,US,USA,Americas,North America,38.0,-97.0,7
10287,21,100.0,12,3432.24,8/30/2004 0:00,Shipped,3,8,2004,Classic Cars,194,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,4,Switzerland,Switzerland,CH,CHE,Europe,Western Europe,47.0,8.0,7
10300,33,100.0,5,5521.89,10/4/2003 0:00,Shipped,4,10,2003,Classic Cars,194,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,14,Germany,Germany,DE,DEU,Europe,Western Europe,51.0,9.0,7
10310,33,100.0,10,6934.62,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,194,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,25,Germany,Germany,DE,DEU,Europe,Western Europe,51.0,9.0,7
10320,31,100.0,3,6876.11,11/3/2004 0:00,Shipped,4,11,2004,Classic Cars,194,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,12,Sweden,Sweden,SE,SWE,Europe,Northern Europe,62.0,15.0,7
10329,41,71.47,5,2930.27,11/15/2004 0:00,Shipped,4,11,2004,Classic Cars,194,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small,46,United States,United States,US,USA,Americas,North America,38.0,-97.0,7
